timestamp,lane,vehicles,density,green_time
2026-06-05 22:32:07,lane1,19,HIGH,30
2026-06-05 22:32:07,lane2,13,MEDIUM,20
2026-06-05 22:32:07,lane3,1,LOW,10
2026-06-05 22:32:07,lane4,25,HIGH,30
2026-06-05 22:32:09,lane1,11,MEDIUM,20
2026-06-05 22:32:09,lane2,1,LOW,10
2026-06-05 22:32:09,lane3,7,MEDIUM,20
2026-06-05 22:32:09,lane4,22,HIGH,30
2026-06-05 22:32:11,lane1,24,HIGH,30
2026-06-05 22:32:11,lane2,14,MEDIUM,20
2026-06-05 22:32:11,lane3,11,MEDIUM,20
2026-06-05 22:32:11,lane4,22,HIGH,30
2026-06-05 22:32:13,lane1,5,MEDIUM,20
2026-06-05 22:32:13,lane2,22,HIGH,30
2026-06-05 22:32:13,lane3,16,HIGH,30
2026-06-05 22:32:13,lane4,14,MEDIUM,20
2026-06-05 22:32:15,lane1,10,MEDIUM,20
2026-06-05 22:32:15,lane2,13,MEDIUM,20
2026-06-05 22:32:15,lane3,9,MEDIUM,20
2026-06-05 22:32:15,lane4,3,LOW,10
2026-06-05 22:32:17,lane1,9,MEDIUM,20
2026-06-05 22:32:17,lane2,9,MEDIUM,20
2026-06-05 22:32:17,lane3,6,MEDIUM,20
2026-06-05 22:32:17,lane4,2,LOW,10
2026-06-05 22:32:19,lane1,18,HIGH,30
2026-06-05 22:32:19,lane2,23,HIGH,30
2026-06-05 22:32:19,lane3,14,MEDIUM,20
2026-06-05 22:32:19,lane4,16,HIGH,30
2026-06-05 22:32:21,lane1,20,HIGH,30
2026-06-05 22:32:21,lane2,30,HIGH,30
2026-06-05 22:32:21,lane3,21,HIGH,30
2026-06-05 22:32:21,lane4,21,HIGH,30
2026-06-05 22:32:24,lane1,13,MEDIUM,20
2026-06-05 22:32:24,lane2,28,HIGH,30
2026-06-05 22:32:24,lane3,15,HIGH,30
2026-06-05 22:32:24,lane4,25,HIGH,30
2026-06-05 22:32:26,lane1,29,HIGH,30
2026-06-05 22:32:26,lane2,21,HIGH,30
2026-06-05 22:32:26,lane3,0,LOW,10
2026-06-05 22:32:26,lane4,26,HIGH,30
2026-06-05 22:32:28,lane1,8,MEDIUM,20
2026-06-05 22:32:28,lane2,25,HIGH,30
2026-06-05 22:32:28,lane3,18,HIGH,30
2026-06-05 22:32:28,lane4,13,MEDIUM,20
2026-06-05 22:32:30,lane1,6,MEDIUM,20
2026-06-05 22:32:30,lane2,21,HIGH,30
2026-06-05 22:32:30,lane3,1,LOW,10
2026-06-05 22:32:30,lane4,18,HIGH,30
2026-06-05 22:32:32,lane1,15,HIGH,30
2026-06-05 22:32:32,lane2,8,MEDIUM,20
2026-06-05 22:32:32,lane3,16,HIGH,30
2026-06-05 22:32:32,lane4,11,MEDIUM,20
2026-06-05 22:32:34,lane1,29,HIGH,30
2026-06-05 22:32:34,lane2,20,HIGH,30
2026-06-05 22:32:34,lane3,18,HIGH,30
2026-06-05 22:32:34,lane4,19,HIGH,30
2026-06-05 22:32:36,lane1,12,MEDIUM,20
2026-06-05 22:32:36,lane2,21,HIGH,30
2026-06-05 22:32:36,lane3,9,MEDIUM,20
2026-06-05 22:32:36,lane4,23,HIGH,30
2026-06-05 22:32:38,lane1,7,MEDIUM,20
2026-06-05 22:32:38,lane2,28,HIGH,30
2026-06-05 22:32:38,lane3,17,HIGH,30
2026-06-05 22:32:38,lane4,13,MEDIUM,20
2026-06-05 22:32:40,lane1,22,HIGH,30
2026-06-05 22:32:40,lane2,25,HIGH,30
2026-06-05 22:32:40,lane3,6,MEDIUM,20
2026-06-05 22:32:40,lane4,21,HIGH,30
2026-06-05 22:32:42,lane1,27,HIGH,30
2026-06-05 22:32:42,lane2,5,MEDIUM,20
2026-06-05 22:32:42,lane3,24,HIGH,30
2026-06-05 22:32:42,lane4,15,HIGH,30
2026-06-05 22:32:44,lane1,10,MEDIUM,20
2026-06-05 22:32:44,lane2,4,LOW,10
2026-06-05 22:32:44,lane3,6,MEDIUM,20
2026-06-05 22:32:44,lane4,30,HIGH,30
2026-06-05 22:32:46,lane1,5,MEDIUM,20
2026-06-05 22:32:46,lane2,10,MEDIUM,20
2026-06-05 22:32:46,lane3,5,MEDIUM,20
2026-06-05 22:32:46,lane4,2,LOW,10
2026-06-05 22:32:48,lane1,23,HIGH,30
2026-06-05 22:32:48,lane2,26,HIGH,30
2026-06-05 22:32:48,lane3,6,MEDIUM,20
2026-06-05 22:32:48,lane4,5,MEDIUM,20
2026-06-05 22:32:50,lane1,27,HIGH,30
2026-06-05 22:32:50,lane2,17,HIGH,30
2026-06-05 22:32:50,lane3,8,MEDIUM,20
2026-06-05 22:32:50,lane4,19,HIGH,30
2026-06-05 22:32:52,lane1,22,HIGH,30
2026-06-05 22:32:52,lane2,6,MEDIUM,20
2026-06-05 22:32:52,lane3,6,MEDIUM,20
2026-06-05 22:32:52,lane4,16,HIGH,30
2026-06-05 22:32:54,lane1,2,LOW,10
2026-06-05 22:32:54,lane2,29,HIGH,30
2026-06-05 22:32:54,lane3,22,HIGH,30
2026-06-05 22:32:54,lane4,6,MEDIUM,20
2026-06-05 22:32:56,lane1,24,HIGH,30
2026-06-05 22:32:56,lane2,12,MEDIUM,20
2026-06-05 22:32:56,lane3,9,MEDIUM,20
2026-06-05 22:32:56,lane4,17,HIGH,30
2026-06-05 22:32:58,lane1,8,MEDIUM,20
2026-06-05 22:32:58,lane2,4,LOW,10
2026-06-05 22:32:58,lane3,27,HIGH,30
2026-06-05 22:32:58,lane4,5,MEDIUM,20
2026-06-05 22:33:00,lane1,23,HIGH,30
2026-06-05 22:33:00,lane2,2,LOW,10
2026-06-05 22:33:00,lane3,2,LOW,10
2026-06-05 22:33:00,lane4,9,MEDIUM,20
2026-06-05 22:33:02,lane1,26,HIGH,30
2026-06-05 22:33:02,lane2,11,MEDIUM,20
2026-06-05 22:33:02,lane3,7,MEDIUM,20
2026-06-05 22:33:02,lane4,28,HIGH,30
2026-06-05 22:33:04,lane1,19,HIGH,30
2026-06-05 22:33:04,lane2,12,MEDIUM,20
2026-06-05 22:33:04,lane3,2,LOW,10
2026-06-05 22:33:04,lane4,16,HIGH,30
2026-06-05 22:33:06,lane1,10,MEDIUM,20
2026-06-05 22:33:06,lane2,28,HIGH,30
2026-06-05 22:33:06,lane3,29,HIGH,30
2026-06-05 22:33:06,lane4,14,MEDIUM,20
2026-06-05 22:33:08,lane1,27,HIGH,30
2026-06-05 22:33:08,lane2,21,HIGH,30
2026-06-05 22:33:08,lane3,27,HIGH,30
2026-06-05 22:33:08,lane4,4,LOW,10
2026-06-05 22:33:10,lane1,14,MEDIUM,20
2026-06-05 22:33:10,lane2,9,MEDIUM,20
2026-06-05 22:33:10,lane3,3,LOW,10
2026-06-05 22:33:10,lane4,3,LOW,10
2026-06-05 22:33:12,lane1,26,HIGH,30
2026-06-05 22:33:12,lane2,7,MEDIUM,20
2026-06-05 22:33:12,lane3,7,MEDIUM,20
2026-06-05 22:33:12,lane4,16,HIGH,30
2026-06-05 22:33:14,lane1,3,LOW,10
2026-06-05 22:33:14,lane2,28,HIGH,30
2026-06-05 22:33:14,lane3,8,MEDIUM,20
2026-06-05 22:33:14,lane4,6,MEDIUM,20
2026-06-05 22:33:16,lane1,27,HIGH,30
2026-06-05 22:33:16,lane2,21,HIGH,30
2026-06-05 22:33:16,lane3,7,MEDIUM,20
2026-06-05 22:33:16,lane4,8,MEDIUM,20
2026-06-05 22:33:18,lane1,5,MEDIUM,20
2026-06-05 22:33:18,lane2,3,LOW,10
2026-06-05 22:33:18,lane3,11,MEDIUM,20
2026-06-05 22:33:18,lane4,14,MEDIUM,20
2026-06-05 22:33:20,lane1,14,MEDIUM,20
2026-06-05 22:33:20,lane2,14,MEDIUM,20
2026-06-05 22:33:20,lane3,6,MEDIUM,20
2026-06-05 22:33:20,lane4,24,HIGH,30
2026-06-05 22:33:22,lane1,13,MEDIUM,20
2026-06-05 22:33:22,lane2,30,HIGH,30
2026-06-05 22:33:22,lane3,13,MEDIUM,20
2026-06-05 22:33:22,lane4,7,MEDIUM,20
2026-06-05 22:33:24,lane1,21,HIGH,30
2026-06-05 22:33:24,lane2,28,HIGH,30
2026-06-05 22:33:24,lane3,17,HIGH,30
2026-06-05 22:33:24,lane4,7,MEDIUM,20
2026-06-05 22:33:26,lane1,7,MEDIUM,20
2026-06-05 22:33:26,lane2,15,HIGH,30
2026-06-05 22:33:26,lane3,30,HIGH,30
2026-06-05 22:33:26,lane4,8,MEDIUM,20
2026-06-05 22:33:28,lane1,12,MEDIUM,20
2026-06-05 22:33:28,lane2,27,HIGH,30
2026-06-05 22:33:28,lane3,19,HIGH,30
2026-06-05 22:33:28,lane4,5,MEDIUM,20
2026-06-05 22:33:30,lane1,30,HIGH,30
2026-06-05 22:33:30,lane2,23,HIGH,30
2026-06-05 22:33:30,lane3,26,HIGH,30
2026-06-05 22:33:30,lane4,4,LOW,10
2026-06-05 22:33:32,lane1,22,HIGH,30
2026-06-05 22:33:32,lane2,26,HIGH,30
2026-06-05 22:33:32,lane3,7,MEDIUM,20
2026-06-05 22:33:32,lane4,14,MEDIUM,20
2026-06-05 22:33:34,lane1,10,MEDIUM,20
2026-06-05 22:33:34,lane2,7,MEDIUM,20
2026-06-05 22:33:34,lane3,3,LOW,10
2026-06-05 22:33:34,lane4,21,HIGH,30
2026-06-05 22:33:36,lane1,16,HIGH,30
2026-06-05 22:33:36,lane2,24,HIGH,30
2026-06-05 22:33:36,lane3,18,HIGH,30
2026-06-05 22:33:36,lane4,26,HIGH,30
2026-06-05 22:33:38,lane1,12,MEDIUM,20
2026-06-05 22:33:38,lane2,24,HIGH,30
2026-06-05 22:33:38,lane3,5,MEDIUM,20
2026-06-05 22:33:38,lane4,26,HIGH,30
2026-06-05 22:33:40,lane1,26,HIGH,30
2026-06-05 22:33:40,lane2,18,HIGH,30
2026-06-05 22:33:40,lane3,28,HIGH,30
2026-06-05 22:33:40,lane4,11,MEDIUM,20
2026-06-05 22:33:42,lane1,13,MEDIUM,20
2026-06-05 22:33:42,lane2,3,LOW,10
2026-06-05 22:33:42,lane3,3,LOW,10
2026-06-05 22:33:42,lane4,26,HIGH,30
2026-06-05 22:33:44,lane1,27,HIGH,30
2026-06-05 22:33:44,lane2,29,HIGH,30
2026-06-05 22:33:44,lane3,29,HIGH,30
2026-06-05 22:33:44,lane4,20,HIGH,30
2026-06-05 22:33:46,lane1,2,LOW,10
2026-06-05 22:33:46,lane2,3,LOW,10
2026-06-05 22:33:46,lane3,14,MEDIUM,20
2026-06-05 22:33:46,lane4,24,HIGH,30
2026-06-05 22:33:48,lane1,17,HIGH,30
2026-06-05 22:33:48,lane2,14,MEDIUM,20
2026-06-05 22:33:48,lane3,26,HIGH,30
2026-06-05 22:33:48,lane4,14,MEDIUM,20
2026-06-05 22:33:50,lane1,11,MEDIUM,20
2026-06-05 22:33:50,lane2,4,LOW,10
2026-06-05 22:33:50,lane3,8,MEDIUM,20
2026-06-05 22:33:50,lane4,13,MEDIUM,20
2026-06-05 22:33:52,lane1,23,HIGH,30
2026-06-05 22:33:52,lane2,8,MEDIUM,20
2026-06-05 22:33:52,lane3,26,HIGH,30
2026-06-05 22:33:52,lane4,18,HIGH,30
2026-06-05 22:33:54,lane1,13,MEDIUM,20
2026-06-05 22:33:54,lane2,26,HIGH,30
2026-06-05 22:33:54,lane3,9,MEDIUM,20
2026-06-05 22:33:54,lane4,11,MEDIUM,20
2026-06-05 22:33:56,lane1,7,MEDIUM,20
2026-06-05 22:33:56,lane2,1,LOW,10
2026-06-05 22:33:56,lane3,1,LOW,10
2026-06-05 22:33:56,lane4,17,HIGH,30
2026-06-05 22:33:58,lane1,9,MEDIUM,20
2026-06-05 22:33:58,lane2,10,MEDIUM,20
2026-06-05 22:33:58,lane3,15,HIGH,30
2026-06-05 22:33:58,lane4,13,MEDIUM,20
2026-06-05 22:34:00,lane1,3,LOW,10
2026-06-05 22:34:00,lane2,24,HIGH,30
2026-06-05 22:34:00,lane3,19,HIGH,30
2026-06-05 22:34:00,lane4,25,HIGH,30
2026-06-05 22:34:02,lane1,8,MEDIUM,20
2026-06-05 22:34:02,lane2,24,HIGH,30
2026-06-05 22:34:02,lane3,30,HIGH,30
2026-06-05 22:34:02,lane4,13,MEDIUM,20
2026-06-05 22:34:04,lane1,15,HIGH,30
2026-06-05 22:34:04,lane2,9,MEDIUM,20
2026-06-05 22:34:04,lane3,29,HIGH,30
2026-06-05 22:34:04,lane4,10,MEDIUM,20
2026-06-05 22:34:06,lane1,30,HIGH,30
2026-06-05 22:34:06,lane2,5,MEDIUM,20
2026-06-05 22:34:06,lane3,21,HIGH,30
2026-06-05 22:34:06,lane4,10,MEDIUM,20
2026-06-05 22:34:08,lane1,5,MEDIUM,20
2026-06-05 22:34:08,lane2,17,HIGH,30
2026-06-05 22:34:08,lane3,21,HIGH,30
2026-06-05 22:34:08,lane4,30,HIGH,30
2026-06-05 22:34:10,lane1,18,HIGH,30
2026-06-05 22:34:10,lane2,7,MEDIUM,20
2026-06-05 22:34:10,lane3,18,HIGH,30
2026-06-05 22:34:10,lane4,14,MEDIUM,20
2026-06-05 22:34:12,lane1,22,HIGH,30
2026-06-05 22:34:12,lane2,20,HIGH,30
2026-06-05 22:34:12,lane3,13,MEDIUM,20
2026-06-05 22:34:12,lane4,14,MEDIUM,20
2026-06-05 22:34:14,lane1,23,HIGH,30
2026-06-05 22:34:14,lane2,23,HIGH,30
2026-06-05 22:34:14,lane3,16,HIGH,30
2026-06-05 22:34:14,lane4,13,MEDIUM,20
2026-06-05 22:34:16,lane1,1,LOW,10
2026-06-05 22:34:16,lane2,10,MEDIUM,20
2026-06-05 22:34:16,lane3,9,MEDIUM,20
2026-06-05 22:34:16,lane4,1,LOW,10
2026-06-05 22:34:18,lane1,19,HIGH,30
2026-06-05 22:34:18,lane2,1,LOW,10
2026-06-05 22:34:18,lane3,17,HIGH,30
2026-06-05 22:34:18,lane4,19,HIGH,30
2026-06-05 22:34:20,lane1,24,HIGH,30
2026-06-05 22:34:20,lane2,29,HIGH,30
2026-06-05 22:34:20,lane3,9,MEDIUM,20
2026-06-05 22:34:20,lane4,1,LOW,10
2026-06-05 22:34:22,lane1,5,MEDIUM,20
2026-06-05 22:34:22,lane2,8,MEDIUM,20
2026-06-05 22:34:22,lane3,11,MEDIUM,20
2026-06-05 22:34:22,lane4,0,LOW,10
2026-06-05 22:34:24,lane1,5,MEDIUM,20
2026-06-05 22:34:24,lane2,5,MEDIUM,20
2026-06-05 22:34:24,lane3,17,HIGH,30
2026-06-05 22:34:24,lane4,19,HIGH,30
2026-06-05 22:34:26,lane1,5,MEDIUM,20
2026-06-05 22:34:26,lane2,16,HIGH,30
2026-06-05 22:34:26,lane3,9,MEDIUM,20
2026-06-05 22:34:26,lane4,11,MEDIUM,20
2026-06-05 22:34:28,lane1,29,HIGH,30
2026-06-05 22:34:28,lane2,5,MEDIUM,20
2026-06-05 22:34:28,lane3,27,HIGH,30
2026-06-05 22:34:28,lane4,18,HIGH,30
2026-06-05 22:34:30,lane1,7,MEDIUM,20
2026-06-05 22:34:30,lane2,27,HIGH,30
2026-06-05 22:34:30,lane3,5,MEDIUM,20
2026-06-05 22:34:30,lane4,4,LOW,10
2026-06-05 22:34:32,lane1,9,MEDIUM,20
2026-06-05 22:34:32,lane2,29,HIGH,30
2026-06-05 22:34:32,lane3,14,MEDIUM,20
2026-06-05 22:34:32,lane4,12,MEDIUM,20
2026-06-05 22:34:34,lane1,14,MEDIUM,20
2026-06-05 22:34:34,lane2,25,HIGH,30
2026-06-05 22:34:34,lane3,17,HIGH,30
2026-06-05 22:34:34,lane4,13,MEDIUM,20
2026-06-05 22:34:36,lane1,9,MEDIUM,20
2026-06-05 22:34:36,lane2,1,LOW,10
2026-06-05 22:34:36,lane3,25,HIGH,30
2026-06-05 22:34:36,lane4,24,HIGH,30
2026-06-05 22:34:38,lane1,2,LOW,10
2026-06-05 22:34:38,lane2,12,MEDIUM,20
2026-06-05 22:34:38,lane3,4,LOW,10
2026-06-05 22:34:38,lane4,10,MEDIUM,20
2026-06-05 22:34:40,lane1,26,HIGH,30
2026-06-05 22:34:40,lane2,28,HIGH,30
2026-06-05 22:34:40,lane3,3,LOW,10
2026-06-05 22:34:40,lane4,21,HIGH,30
2026-06-05 22:34:42,lane1,18,HIGH,30
2026-06-05 22:34:42,lane2,13,MEDIUM,20
2026-06-05 22:34:42,lane3,7,MEDIUM,20
2026-06-05 22:34:42,lane4,18,HIGH,30
2026-06-05 22:34:44,lane1,16,HIGH,30
2026-06-05 22:34:44,lane2,30,HIGH,30
2026-06-05 22:34:44,lane3,0,LOW,10
2026-06-05 22:34:44,lane4,2,LOW,10
2026-06-05 22:34:46,lane1,26,HIGH,30
2026-06-05 22:34:46,lane2,22,HIGH,30
2026-06-05 22:34:46,lane3,7,MEDIUM,20
2026-06-05 22:34:46,lane4,7,MEDIUM,20
2026-06-05 22:34:48,lane1,27,HIGH,30
2026-06-05 22:34:48,lane2,7,MEDIUM,20
2026-06-05 22:34:48,lane3,20,HIGH,30
2026-06-05 22:34:48,lane4,8,MEDIUM,20
2026-06-05 22:34:50,lane1,13,MEDIUM,20
2026-06-05 22:34:50,lane2,10,MEDIUM,20
2026-06-05 22:34:50,lane3,4,LOW,10
2026-06-05 22:34:50,lane4,27,HIGH,30
2026-06-05 22:34:52,lane1,27,HIGH,30
2026-06-05 22:34:52,lane2,13,MEDIUM,20
2026-06-05 22:34:52,lane3,5,MEDIUM,20
2026-06-05 22:34:52,lane4,23,HIGH,30
2026-06-05 22:34:54,lane1,9,MEDIUM,20
2026-06-05 22:34:54,lane2,18,HIGH,30
2026-06-05 22:34:54,lane3,9,MEDIUM,20
2026-06-05 22:34:54,lane4,19,HIGH,30
2026-06-05 22:34:56,lane1,14,MEDIUM,20
2026-06-05 22:34:56,lane2,18,HIGH,30
2026-06-05 22:34:56,lane3,8,MEDIUM,20
2026-06-05 22:34:56,lane4,20,HIGH,30
2026-06-05 22:34:58,lane1,2,LOW,10
2026-06-05 22:34:58,lane2,30,HIGH,30
2026-06-05 22:34:58,lane3,3,LOW,10
2026-06-05 22:34:58,lane4,1,LOW,10
2026-06-05 22:35:00,lane1,7,MEDIUM,20
2026-06-05 22:35:00,lane2,26,HIGH,30
2026-06-05 22:35:00,lane3,11,MEDIUM,20
2026-06-05 22:35:00,lane4,25,HIGH,30
2026-06-05 22:35:02,lane1,13,MEDIUM,20
2026-06-05 22:35:02,lane2,14,MEDIUM,20
2026-06-05 22:35:02,lane3,19,HIGH,30
2026-06-05 22:35:02,lane4,15,HIGH,30
2026-06-05 22:35:04,lane1,26,HIGH,30
2026-06-05 22:35:04,lane2,10,MEDIUM,20
2026-06-05 22:35:04,lane3,23,HIGH,30
2026-06-05 22:35:04,lane4,4,LOW,10
2026-06-05 22:35:06,lane1,4,LOW,10
2026-06-05 22:35:06,lane2,26,HIGH,30
2026-06-05 22:35:06,lane3,14,MEDIUM,20
2026-06-05 22:35:06,lane4,26,HIGH,30
2026-06-05 22:35:08,lane1,11,MEDIUM,20
2026-06-05 22:35:08,lane2,16,HIGH,30
2026-06-05 22:35:08,lane3,11,MEDIUM,20
2026-06-05 22:35:08,lane4,16,HIGH,30
2026-06-05 22:35:10,lane1,6,MEDIUM,20
2026-06-05 22:35:10,lane2,10,MEDIUM,20
2026-06-05 22:35:10,lane3,1,LOW,10
2026-06-05 22:35:10,lane4,7,MEDIUM,20
2026-06-05 22:35:12,lane1,13,MEDIUM,20
2026-06-05 22:35:12,lane2,2,LOW,10
2026-06-05 22:35:12,lane3,23,HIGH,30
2026-06-05 22:35:12,lane4,11,MEDIUM,20
2026-06-05 22:35:14,lane1,15,HIGH,30
2026-06-05 22:35:14,lane2,18,HIGH,30
2026-06-05 22:35:14,lane3,27,HIGH,30
2026-06-05 22:35:14,lane4,30,HIGH,30
2026-06-05 22:35:16,lane1,10,MEDIUM,20
2026-06-05 22:35:16,lane2,1,LOW,10
2026-06-05 22:35:16,lane3,1,LOW,10
2026-06-05 22:35:16,lane4,17,HIGH,30
2026-06-05 22:35:18,lane1,25,HIGH,30
2026-06-05 22:35:18,lane2,6,MEDIUM,20
2026-06-05 22:35:18,lane3,21,HIGH,30
2026-06-05 22:35:18,lane4,26,HIGH,30
2026-06-05 22:35:20,lane1,20,HIGH,30
2026-06-05 22:35:20,lane2,23,HIGH,30
2026-06-05 22:35:20,lane3,26,HIGH,30
2026-06-05 22:35:20,lane4,14,MEDIUM,20
2026-06-05 22:35:22,lane1,1,LOW,10
2026-06-05 22:35:22,lane2,13,MEDIUM,20
2026-06-05 22:35:22,lane3,8,MEDIUM,20
2026-06-05 22:35:22,lane4,5,MEDIUM,20
2026-06-05 22:35:24,lane1,3,LOW,10
2026-06-05 22:35:24,lane2,21,HIGH,30
2026-06-05 22:35:24,lane3,20,HIGH,30
2026-06-05 22:35:24,lane4,16,HIGH,30
2026-06-05 22:35:26,lane1,9,MEDIUM,20
2026-06-05 22:35:26,lane2,30,HIGH,30
2026-06-05 22:35:26,lane3,26,HIGH,30
2026-06-05 22:35:26,lane4,27,HIGH,30
2026-06-05 22:35:28,lane1,17,HIGH,30
2026-06-05 22:35:28,lane2,4,LOW,10
2026-06-05 22:35:28,lane3,29,HIGH,30
2026-06-05 22:35:28,lane4,4,LOW,10
2026-06-05 22:35:30,lane1,27,HIGH,30
2026-06-05 22:35:30,lane2,23,HIGH,30
2026-06-05 22:35:30,lane3,23,HIGH,30
2026-06-05 22:35:30,lane4,3,LOW,10
2026-06-05 22:35:32,lane1,10,MEDIUM,20
2026-06-05 22:35:32,lane2,1,LOW,10
2026-06-05 22:35:32,lane3,25,HIGH,30
2026-06-05 22:35:32,lane4,29,HIGH,30
2026-06-05 22:35:34,lane1,26,HIGH,30
2026-06-05 22:35:34,lane2,12,MEDIUM,20
2026-06-05 22:35:34,lane3,19,HIGH,30
2026-06-05 22:35:34,lane4,21,HIGH,30
2026-06-05 22:35:36,lane1,2,LOW,10
2026-06-05 22:35:36,lane2,11,MEDIUM,20
2026-06-05 22:35:36,lane3,23,HIGH,30
2026-06-05 22:35:36,lane4,22,HIGH,30
2026-06-05 22:35:38,lane1,10,MEDIUM,20
2026-06-05 22:35:38,lane2,20,HIGH,30
2026-06-05 22:35:38,lane3,9,MEDIUM,20
2026-06-05 22:35:38,lane4,5,MEDIUM,20
2026-06-05 22:35:40,lane1,8,MEDIUM,20
2026-06-05 22:35:40,lane2,13,MEDIUM,20
2026-06-05 22:35:40,lane3,28,HIGH,30
2026-06-05 22:35:40,lane4,23,HIGH,30
2026-06-05 22:35:42,lane1,22,HIGH,30
2026-06-05 22:35:42,lane2,13,MEDIUM,20
2026-06-05 22:35:42,lane3,17,HIGH,30
2026-06-05 22:35:42,lane4,16,HIGH,30
2026-06-05 22:35:44,lane1,22,HIGH,30
2026-06-05 22:35:44,lane2,21,HIGH,30
2026-06-05 22:35:44,lane3,30,HIGH,30
2026-06-05 22:35:44,lane4,21,HIGH,30
2026-06-05 22:35:46,lane1,5,MEDIUM,20
2026-06-05 22:35:46,lane2,4,LOW,10
2026-06-05 22:35:46,lane3,1,LOW,10
2026-06-05 22:35:46,lane4,29,HIGH,30
2026-06-05 22:35:48,lane1,16,HIGH,30
2026-06-05 22:35:48,lane2,25,HIGH,30
2026-06-05 22:35:48,lane3,1,LOW,10
2026-06-05 22:35:48,lane4,2,LOW,10
2026-06-05 22:35:50,lane1,29,HIGH,30
2026-06-05 22:35:50,lane2,21,HIGH,30
2026-06-05 22:35:50,lane3,27,HIGH,30
2026-06-05 22:35:50,lane4,17,HIGH,30
2026-06-05 22:35:52,lane1,24,HIGH,30
2026-06-05 22:35:52,lane2,30,HIGH,30
2026-06-05 22:35:52,lane3,30,HIGH,30
2026-06-05 22:35:52,lane4,8,MEDIUM,20
2026-06-05 22:35:54,lane1,28,HIGH,30
2026-06-05 22:35:54,lane2,4,LOW,10
2026-06-05 22:35:54,lane3,15,HIGH,30
2026-06-05 22:35:54,lane4,22,HIGH,30
2026-06-05 22:35:56,lane1,28,HIGH,30
2026-06-05 22:35:56,lane2,29,HIGH,30
2026-06-05 22:35:56,lane3,26,HIGH,30
2026-06-05 22:35:56,lane4,1,LOW,10
2026-06-05 22:35:58,lane1,2,LOW,10
2026-06-05 22:35:58,lane2,4,LOW,10
2026-06-05 22:35:58,lane3,13,MEDIUM,20
2026-06-05 22:35:58,lane4,22,HIGH,30
2026-06-05 22:36:01,lane1,5,MEDIUM,20
2026-06-05 22:36:01,lane2,5,MEDIUM,20
2026-06-05 22:36:01,lane3,18,HIGH,30
2026-06-05 22:36:01,lane4,24,HIGH,30
2026-06-05 22:36:02,lane1,18,HIGH,30
2026-06-05 22:36:02,lane2,1,LOW,10
2026-06-05 22:36:02,lane3,9,MEDIUM,20
2026-06-05 22:36:02,lane4,21,HIGH,30
2026-06-05 22:36:05,lane1,16,HIGH,30
2026-06-05 22:36:05,lane2,8,MEDIUM,20
2026-06-05 22:36:05,lane3,15,HIGH,30
2026-06-05 22:36:05,lane4,1,LOW,10
2026-06-05 22:36:06,lane1,14,MEDIUM,20
2026-06-05 22:36:06,lane2,16,HIGH,30
2026-06-05 22:36:06,lane3,23,HIGH,30
2026-06-05 22:36:06,lane4,30,HIGH,30
2026-06-05 22:36:09,lane1,20,HIGH,30
2026-06-05 22:36:09,lane2,21,HIGH,30
2026-06-05 22:36:09,lane3,16,HIGH,30
2026-06-05 22:36:09,lane4,27,HIGH,30
2026-06-05 22:36:11,lane1,9,MEDIUM,20
2026-06-05 22:36:11,lane2,13,MEDIUM,20
2026-06-05 22:36:11,lane3,27,HIGH,30
2026-06-05 22:36:11,lane4,6,MEDIUM,20
2026-06-05 22:36:12,lane1,13,MEDIUM,20
2026-06-05 22:36:12,lane2,16,HIGH,30
2026-06-05 22:36:12,lane3,10,MEDIUM,20
2026-06-05 22:36:12,lane4,3,LOW,10
2026-06-05 22:36:15,lane1,28,HIGH,30
2026-06-05 22:36:15,lane2,8,MEDIUM,20
2026-06-05 22:36:15,lane3,7,MEDIUM,20
2026-06-05 22:36:15,lane4,6,MEDIUM,20
2026-06-05 22:36:17,lane1,30,HIGH,30
2026-06-05 22:36:17,lane2,15,HIGH,30
2026-06-05 22:36:17,lane3,9,MEDIUM,20
2026-06-05 22:36:17,lane4,17,HIGH,30
2026-06-05 22:36:19,lane1,0,LOW,10
2026-06-05 22:36:19,lane2,15,HIGH,30
2026-06-05 22:36:19,lane3,25,HIGH,30
2026-06-05 22:36:19,lane4,29,HIGH,30
2026-06-05 22:36:21,lane1,28,HIGH,30
2026-06-05 22:36:21,lane2,23,HIGH,30
2026-06-05 22:36:21,lane3,2,LOW,10
2026-06-05 22:36:21,lane4,27,HIGH,30
2026-06-05 22:36:23,lane1,30,HIGH,30
2026-06-05 22:36:23,lane2,21,HIGH,30
2026-06-05 22:36:23,lane3,23,HIGH,30
2026-06-05 22:36:23,lane4,1,LOW,10
2026-06-05 22:36:25,lane1,3,LOW,10
2026-06-05 22:36:25,lane2,25,HIGH,30
2026-06-05 22:36:25,lane3,30,HIGH,30
2026-06-05 22:36:25,lane4,30,HIGH,30
2026-06-05 22:36:27,lane1,22,HIGH,30
2026-06-05 22:36:27,lane2,2,LOW,10
2026-06-05 22:36:27,lane3,0,LOW,10
2026-06-05 22:36:27,lane4,14,MEDIUM,20
2026-06-05 22:36:29,lane1,10,MEDIUM,20
2026-06-05 22:36:29,lane2,5,MEDIUM,20
2026-06-05 22:36:29,lane3,0,LOW,10
2026-06-05 22:36:29,lane4,22,HIGH,30
2026-06-05 22:36:31,lane1,18,HIGH,30
2026-06-05 22:36:31,lane2,8,MEDIUM,20
